x_Endpoint_ID,x_partner_ID,x_SiteID,x_ClientID,x_Reg_ID,x_agentMachineID
f75ebcd9-cdda-4be7-ab3f-11bd33a884a5,104059,1040592,1040592,2030153,f75ebcd9cdda4be7ab3f11bd33a884a5
e52a55b1-a6a0-48df-a3b0-94b8a673edb1,109007,1090072,1090072,2243779,e52a55b1a6a048dfa3b094b8a673edb1
62f1fa96-bb74-449c-a440-24f9fc76d86b,109005,1090053,1090053,2236317,62f1fa96bb74449ca44024f9fc76d86b
98a7f9a4-7105-40c3-92a5-2119ac7d9e4b,107001,1070014,1070014,2098869,98a7f9a4710540c392a52119ac7d9e4b
c903942a-95b4-492a-8862-63a7f3026c83,104041,1040414,1040414,2026641,c903942a95b4492a886263a7f3026c83
8e1515cd-0cca-4e57-96d0-71ca9f0d158f,105072,1050724,1050724,2064884,8e1515cd0cca4e5796d071ca9f0d158f
9cb97f6b-80bf-41a8-a69f-d79f53b4b41a,107039,1070391,1070391,2135925,9cb97f6b80bf41a8a69fd79f53b4b41a
ebcaa54e-5938-494f-8a75-994205c7405c,105019,1050191,1050191,2043328,ebcaa54e5938494f8a75994205c7405c
6476a87f-b776-4480-804a-0ebc2e6c634e,109004,1090041,1090041,2230245,6476a87fb7764480804a0ebc2e6c634e
033f0242-636d-461c-8daa-529ecd1b3e5f,109011,1090111,1090111,2258221,033f0242636d461c8daa529ecd1b3e5f
2fe2a10c-de3f-4afa-8102-41163c27296a,106007,1060074,1060074,2074997,2fe2a10cde3f4afa810241163c27296a
4347f390-2a92-4627-ba52-20508dc32e08,104052,1040522,1040522,2028759,4347f3902a924627ba5220508dc32e08
27d6beba-018a-404b-8f87-c2ce4f8f5a8e,110002,1100021,1100021,2276165,27d6beba018a404b8f87c2ce4f8f5a8e
38cd7110-904c-49b2-b2c4-dbd30fcc5bef,107041,1070412,1070412,2138294,38cd7110904c49b2b2c4dbd30fcc5bef
5469e3f6-f1e0-48d9-8e89-ea3941ecfd32,105066,1050662,1050662,2062219,5469e3f6f1e048d98e89ea3941ecfd32
874c6ce5-6def-4bed-9aaf-524d944da3f1,110004,1100043,1100043,2299209,874c6ce56def4bed9aaf524d944da3f1
c2ce5028-9da4-4d8f-a30a-f006c3f3e45b,108006,1080063,1080063,2153265,c2ce50289da44d8fa30af006c3f3e45b
6d920861-6d85-4e7d-b83c-06603efc9e82,110001,1100012,1100012,2268695,6d9208616d854e7db83c06603efc9e82
0df18d93-d629-4bb7-9f9a-df613ef65b2e,106025,1060254,1060254,2085847,0df18d93d6294bb79f9adf613ef65b2e
1a2d2927-c73a-4261-b03b-17b9d74a885c,109003,1090034,1090034,2229689,1a2d2927c73a4261b03b17b9d74a885c
4557dd55-deae-4ceb-bbf5-7e4d02a39211,107026,1070262,1070262,2123162,4557dd55deae4cebbbf57e4d02a39211
623f41a2-f146-4bd3-8ac8-9ec7442e1abf,109011,1090112,1090112,2259154,623f41a2f1464bd38ac89ec7442e1abf
84d4d933-7523-4e59-8a77-6014f65d22d7,109006,1090061,1090061,2238738,84d4d93375234e598a776014f65d22d7
6f493718-227d-418e-abb5-5e309accee2e,107014,1070144,1070144,2111662,6f493718227d418eabb55e309accee2e
6eda45fe-6e45-45bc-9f02-7614c9597308,108017,1080173,1080173,2174982,6eda45fe6e4545bc9f027614c9597308
abefa67b-c770-4dd2-bff2-2de8e46cc74e,105006,1050062,1050062,2038224,abefa67bc7704dd2bff22de8e46cc74e
cbb41ae2-265b-402d-9250-94ed1eb6a3e1,108021,1080211,1080211,2182178,cbb41ae2265b402d925094ed1eb6a3e1
9956bdde-d96c-4789-9b99-a79344870370,108034,1080344,1080344,2209602,9956bdded96c47899b99a79344870370
addc95c4-ebed-4390-abe8-a56806b84888,107007,1070072,1070072,2104190,addc95c4ebed4390abe8a56806b84888
2da01c71-ae04-4702-a995-54896fe5c3e9,108007,1080071,1080071,2154230,2da01c71ae044702a99554896fe5c3e9
38e1c8cd-3a65-4640-a90b-78ddd0c65f1c,107035,1070351,1070351,2131986,38e1c8cd3a654640a90b78ddd0c65f1c
cedd7cbd-7269-40ba-bc3c-0aca1c2248f7,107001,1070013,1070013,2098524,cedd7cbd726940babc3c0aca1c2248f7
0e539fb5-396e-4ffa-85fc-b5742f888a65,110001,1100011,1100011,2267214,0e539fb5396e4ffa85fcb5742f888a65
0ae15e55-23b3-4b5c-a359-55091fe6f05f,110001,1100014,1100014,2274696,0ae15e5523b34b5ca35955091fe6f05f
e6e79161-24c8-44bf-89c1-bb1bd77f6eb7,110004,1100044,1100044,2301372,e6e7916124c844bf89c1bb1bd77f6eb7
2f1f4510-b4ee-4f77-ba5a-fa3a731b62a3,101100,1011001,1011001,2001189,2f1f4510b4ee4f77ba5afa3a731b62a3
8b6500d8-364f-45d3-b169-4f9682474bf4,107029,1070293,1070293,2126417,8b6500d8364f45d3b1694f9682474bf4
c7904fe2-d926-41f0-a20e-150b03243c88,107042,1070424,1070424,2139759,c7904fe2d92641f0a20e150b03243c88
0940a8df-924e-4632-a00f-5eb9f83bfbc9,110005,1100051,1100051,2304048,0940a8df924e4632a00f5eb9f83bfbc9
f311f0f5-b1f4-4cf7-b620-43fc6ce25254,108035,1080354,1080354,2211803,f311f0f5b1f44cf7b62043fc6ce25254
f3124ea7-cfc7-4ef4-8a3c-28da1291337e,106026,1060264,1060264,2086434,f3124ea7cfc74ef48a3c28da1291337e
b9273de0-d8e1-4f56-b4b2-94b6c356a6a5,108020,1080201,1080201,2180116,b9273de0d8e14f56b4b294b6c356a6a5
41c2f2bc-eb79-47ca-a594-0c3ef828dd35,110002,1100024,1100024,2282245,41c2f2bceb7947caa5940c3ef828dd35
f32d9968-9aae-4a71-8114-0ac165a3b619,106016,1060163,1060163,2080335,f32d99689aae4a7181140ac165a3b619
1a76c5fe-0262-449e-bcc1-52334d548b94,107019,1070192,1070192,2116291,1a76c5fe0262449ebcc152334d548b94
39ab7b8f-988a-4fb0-9163-7e625ceb4391,107033,1070334,1070334,2130648,39ab7b8f988a4fb091637e625ceb4391
a8b92972-2889-4cff-9f29-545cdde6c182,108024,1080241,1080241,2188071,a8b9297228894cff9f29545cdde6c182
c77a0f21-ec0c-40d0-8781-6548aa5b71ff,104004,1040043,1040043,2019215,c77a0f21ec0c40d087816548aa5b71ff
fc259844-6ece-4ee6-8858-799875829bfa,109010,1090103,1090103,2256015,fc2598446ece4ee68858799875829bfa
e8dfab40-0426-4b39-927d-d610e55b10de,108001,1080013,1080013,2143259,e8dfab4004264b39927dd610e55b10de
51b0c319-7752-4001-a9db-9aa3dbd021b0,108020,1080203,1080203,2181212,51b0c31977524001a9db9aa3dbd021b0
86885967-2258-483a-9d18-a2a019946e90,111001,1110012,1110012,2318643,868859672258483a9d18a2a019946e90
f86b906e-e12f-4a6c-b3a9-8d7dc70c5837,107006,1070061,1070061,2103069,f86b906ee12f4a6cb3a98d7dc70c5837
cd236926-ffc2-4d70-9bdc-bf2fa5ae386e,103063,1030631,1030631,2016502,cd236926ffc24d709bdcbf2fa5ae386e
77506c98-f24a-4acb-af01-33057e544f18,108033,1080331,1080331,2206376,77506c98f24a4acbaf0133057e544f18
34175754-1456-4af3-ad96-846eb303ede8,105062,1050622,1050622,2060639,3417575414564af3ad96846eb303ede8
828ee690-58d1-4b95-851b-9d51c879c6c5,102115,1021152,1021152,2008069,828ee69058d14b95851b9d51c879c6c5
d127b14d-9d09-4e0e-8946-7fe663ed3a23,108009,1080093,1080093,2159226,d127b14d9d094e0e89467fe663ed3a23
2b78af50-c100-4797-9e60-2aea83edaa59,104084,1040844,1040844,2035268,2b78af50c10047979e602aea83edaa59
a45241b2-b764-4632-9605-d37d50819f87,104084,1040841,1040841,2035100,a45241b2b76446329605d37d50819f87
4c0ee801-2950-415a-addb-9ccd6ff1df82,104068,1040682,1040682,2031985,4c0ee8012950415aaddb9ccd6ff1df82
8e5a24d4-7271-47df-9e4e-8fdd14f19f44,110005,1100053,1100053,2306428,8e5a24d4727147df9e4e8fdd14f19f44
02fc13ec-0fda-4432-9fe9-39d8f5d1583a,101096,1010962,1010962,2001145,02fc13ec0fda44329fe939d8f5d1583a
15f7181c-18c6-4f0e-9760-8fb36a66ec4e,102119,1021191,1021191,2008272,15f7181c18c64f0e97608fb36a66ec4e
3544e4e6-c5dc-4185-a953-4669be946416,107042,1070424,1070424,2139846,3544e4e6c5dc4185a9534669be946416
f462f347-80d1-4b36-bbeb-8b6cfc9ed242,111001,1110013,1110013,2323825,f462f34780d14b36bbeb8b6cfc9ed242
e10e525c-96b8-4347-86e2-c3f29967e6fd,108038,1080381,1080381,2216159,e10e525c96b8434786e2c3f29967e6fd
078769b6-e707-46b0-8b95-86c609e7d5b5,109005,1090052,1090052,2234929,078769b6e70746b08b9586c609e7d5b5
108878c3-3910-4c48-acc8-8765c677dceb,109006,1090064,1090064,2240929,108878c339104c48acc88765c677dceb
f6360dee-2e50-4016-a2f1-2632a95c53c5,108033,1080332,1080332,2206790,f6360dee2e504016a2f12632a95c53c5
f6746e50-8d3c-4b44-90c8-3b81d13e9494,108032,1080323,1080323,2205173,f6746e508d3c4b4490c83b81d13e9494
1c2a27ab-ca4d-40d5-bc74-11a5f2f505c7,104067,1040673,1040673,2031806,1c2a27abca4d40d5bc7411a5f2f505c7
50306066-41ab-4e43-802b-99d18d0939dd,109007,1090073,1090073,2243914,5030606641ab4e43802b99d18d0939dd
ec43001d-8f10-42a5-a30e-547e8d54f1a8,111001,1110012,1110012,2316535,ec43001d8f1042a5a30e547e8d54f1a8
df4b4603-cbdf-4723-b053-14d55425e784,108038,1080381,1080381,2216059,df4b4603cbdf4723b05314d55425e784
7dc32303-702f-4bb5-b202-ff0f616eeebd,108029,1080291,1080291,2198168,7dc32303702f4bb5b202ff0f616eeebd
16027680-c762-4f70-99ca-0c3ca8b47f61,105008,1050082,1050082,2039014,16027680c7624f7099ca0c3ca8b47f61
47abc6b6-1dd6-498c-9bf6-e4d8eaf1f7fc,110005,1100053,1100053,2306532,47abc6b61dd6498c9bf6e4d8eaf1f7fc
21f67744-148f-4b83-96a6-8a5f10f926bc,108034,1080343,1080343,2209169,21f67744148f4b8396a68a5f10f926bc
a9a97770-1f12-46cb-a571-22c39c7df510,108006,1080064,1080064,2153523,a9a977701f1246cba57122c39c7df510
8527f59c-ef08-48e5-b9ef-a13c81784e3f,110002,1100024,1100024,2282179,8527f59cef0848e5b9efa13c81784e3f
57969da5-5d8a-4035-b949-ddb548b20599,106022,1060221,1060221,2083526,57969da55d8a4035b949ddb548b20599
cfbaf302-2926-4810-a538-9ffeb5e5ec42,108013,1080134,1080134,2167855,cfbaf30229264810a5389ffeb5e5ec42
d0ccbc7c-6804-4204-8008-20241068ba87,106008,1060081,1060081,2075229,d0ccbc7c68044204800820241068ba87
2ad4745d-2a42-4d59-b4f5-29f9c40f209b,103039,1030391,1030391,2014109,2ad4745d2a424d59b4f529f9c40f209b
87df8c9c-1830-42da-9523-4d04b6093dfc,108014,1080142,1080142,2168504,87df8c9c183042da95234d04b6093dfc
dd6b38a0-b0f7-4a9f-90f0-b463a75974c2,109009,1090094,1090094,2253821,dd6b38a0b0f74a9f90f0b463a75974c2
e8469e2c-d41c-4ec4-a862-7cfe71b2793d,106040,1060403,1060403,2094714,e8469e2cd41c4ec4a8627cfe71b2793d
45e8b1fd-35e6-4c2f-9cef-d9aea84f2fbe,104041,1040413,1040413,2026600,45e8b1fd35e64c2f9cefd9aea84f2fbe
6a0a280b-84ea-4bd2-b0f6-0a359ed3187c,106029,1060291,1060291,2087796,6a0a280b84ea4bd2b0f60a359ed3187c
dd3d55ee-36b5-43a6-8e8d-fdff4dca3d12,108025,1080251,1080251,2190016,dd3d55ee36b543a68e8dfdff4dca3d12
c673bb98-c0f6-4e6d-b3b2-1d39fdf5e260,108010,1080104,1080104,2161484,c673bb98c0f64e6db3b21d39fdf5e260
4c943b88-79cb-40ac-a304-e3b1575629b7,109001,1090012,1090012,2219355,4c943b8879cb40aca304e3b1575629b7
b5f35a52-ca5f-498b-b8b4-73fd4d6ad505,107043,1070434,1070434,2140820,b5f35a52ca5f498bb8b473fd4d6ad505
aea339d7-c70b-4040-9857-5ec45ab443b7,103047,1030473,1030473,2014963,aea339d7c70b404098575ec45ab443b7
0fefc036-b8f9-4c83-b085-4683b4f88dcd,108013,1080131,1080131,2165933,0fefc036b8f94c83b0854683b4f88dcd
57060d50-36c6-4dfd-8fa2-aed4b0f4094d,109009,1090093,1090093,2252828,57060d5036c64dfd8fa2aed4b0f4094d
de60261a-bbc1-4e7b-a3ad-5c6732bfeeab,109010,1090104,1090104,2257749,de60261abbc14e7ba3ad5c6732bfeeab
1cbe11ef-2f17-4502-9ca8-fd65c0b522fd,107016,1070161,1070161,2112927,1cbe11ef2f1745029ca8fd65c0b522fd
e3f9f010-20b5-46b4-bf04-35fff383ff81,105078,1050782,1050782,2067039,e3f9f01020b546b4bf0435fff383ff81
8362aff1-3da3-4738-a331-4c2883b9da58,111001,1110012,1110012,2320281,8362aff13da34738a3314c2883b9da58
6c41cdc5-8f83-4c51-ae0e-3e953f75b542,102073,1020733,1020733,2005907,6c41cdc58f834c51ae0e3e953f75b542
14e697d8-9ffb-412c-b72b-693ac74f770b,107012,1070123,1070123,2109607,14e697d89ffb412cb72b693ac74f770b
601a6c4c-499b-44c2-a8fd-68005c615fd3,107028,1070281,1070281,2124925,601a6c4c499b44c2a8fd68005c615fd3
d9ac9c5e-a9f6-4fb0-8538-bd3d79bfd66f,108016,1080161,1080161,2172319,d9ac9c5ea9f64fb08538bd3d79bfd66f
ca53f4b7-480f-4019-bcb0-04c7796d359e,109011,1090113,1090113,2260780,ca53f4b7480f4019bcb004c7796d359e
f014df60-f905-445e-8091-980028cd698a,108013,1080133,1080133,2167172,f014df60f905445e8091980028cd698a
4fe75c8a-b98e-4393-864a-57b50d7e4c6b,108024,1080244,1080244,2189571,4fe75c8ab98e4393864a57b50d7e4c6b
ccbd15d1-f0b6-416d-b7a8-7e17f578752d,107024,1070241,1070241,2121025,ccbd15d1f0b6416db7a87e17f578752d
788581ff-3796-4082-8633-774cd284f1e4,109009,1090094,1090094,2252965,788581ff379640828633774cd284f1e4
dec21c38-f1a6-4fa9-aa59-cb82d9fe69d1,109011,1090111,1090111,2258505,dec21c38f1a64fa9aa59cb82d9fe69d1
416b1ff3-e077-4304-94c8-c7a097ffff18,110005,1100051,1100051,2303499,416b1ff3e077430494c8c7a097ffff18
04f19b10-5eb3-4f8b-a67f-0814a4e1cc66,104037,1040372,1040372,2025780,04f19b105eb34f8ba67f0814a4e1cc66
9f2214d4-687d-40c8-a6f2-b2b4ff01f2be,109011,1090111,1090111,2258864,9f2214d4687d40c8a6f2b2b4ff01f2be
5111c3ff-c6ff-462d-bc70-3c01b6a6f600,108028,1080282,1080282,2196778,5111c3ffc6ff462dbc703c01b6a6f600
639d8766-d258-4f60-be0c-2f5afdb550c2,108006,1080063,1080063,2153205,639d8766d2584f60be0c2f5afdb550c2
7da219f8-36df-457f-a950-bef95151450b,104033,1040332,1040332,2024977,7da219f836df457fa950bef95151450b
2ae6670c-8cf2-477f-9b58-13d2ce45c5d8,110005,1100051,1100051,2303594,2ae6670c8cf2477f9b5813d2ce45c5d8
3f507827-9084-469e-9d17-ec55ec86c79e,107014,1070143,1070143,2111562,3f5078279084469e9d17ec55ec86c79e
f9990b5a-c995-46ca-8d62-b04ecaffda5c,107008,1070081,1070081,2104906,f9990b5ac99546ca8d62b04ecaffda5c
76feca63-cfec-43e3-922a-9485c0f00c80,104056,1040563,1040563,2029636,76feca63cfec43e3922a9485c0f00c80
c31cb92b-3cd6-403f-b9a6-9f77a718a032,110005,1100051,1100051,2301965,c31cb92b3cd6403fb9a69f77a718a032
16983a27-b717-4270-8b52-4f9931ed8160,104008,1040084,1040084,2020071,16983a27b71742708b524f9931ed8160
9c9ef2ac-40ed-4585-86e2-abacaa3dcaf4,108015,1080152,1080152,2170627,9c9ef2ac40ed458586e2abacaa3dcaf4
0cf1048b-0a38-4c8e-9d55-33a7f06201c5,110005,1100052,1100052,2306010,0cf1048b0a384c8e9d5533a7f06201c5
9a158309-1f8b-472c-ab2d-af5670823d2d,108024,1080244,1080244,2189562,9a1583091f8b472cab2daf5670823d2d
31a92928-3272-4fa0-a55a-0af2fa49404c,110003,1100034,1100034,2290997,31a9292832724fa0a55a0af2fa49404c
2cc105f9-b025-4f58-a04d-740e498347db,108015,1080151,1080151,2170105,2cc105f9b0254f58a04d740e498347db
fd512654-ba40-4bbb-aeaf-902175f304d5,107035,1070352,1070352,2132268,fd512654ba404bbbaeaf902175f304d5
2102503a-7441-4742-a465-a2bcec072c7e,108037,1080372,1080372,2214467,2102503a74414742a465a2bcec072c7e
64e9949a-7e4f-4e6c-83ea-d2bf994d50da,110003,1100033,1100033,2288979,64e9949a7e4f4e6c83ead2bf994d50da
b0efb101-b8a8-4272-96c7-6376d0b78356,108026,1080263,1080263,2192993,b0efb101b8a8427296c76376d0b78356
ae9df7bf-48b4-49f8-bdea-a795b249d93b,103013,1030132,1030132,2011523,ae9df7bf48b449f8bdeaa795b249d93b
d6c245f3-8c43-4e22-9555-6ad541ad0635,108021,1080211,1080211,2182119,d6c245f38c434e2295556ad541ad0635
361a6df8-1c58-440d-adf5-6cd43462e7fb,105024,1050242,1050242,2045419,361a6df81c58440dadf56cd43462e7fb
8561f229-086c-4089-836d-dbbaff44b8f4,108011,1080113,1080113,2163002,8561f229086c4089836ddbbaff44b8f4
6225595a-ba67-4dbc-994e-7b5e1002dd63,105028,1050282,1050282,2047068,6225595aba674dbc994e7b5e1002dd63
e86d3f95-89c1-4893-bd37-1688a5148b01,110002,1100021,1100021,2276237,e86d3f9589c14893bd371688a5148b01
7b5a3419-8df2-4014-8826-85760bafbcb7,107013,1070133,1070133,2110610,7b5a34198df24014882685760bafbcb7
d7ba237f-5747-4f98-b142-e1b67e5c1e58,108033,1080332,1080332,2206474,d7ba237f57474f98b142e1b67e5c1e58
69bcef30-bfb3-482d-b28b-c11c98be0b1b,105044,1050443,1050443,2053554,69bcef30bfb3482db28bc11c98be0b1b
1e4dac4e-a430-4332-8689-3f8b4b5d9a47,108023,1080231,1080231,2185943,1e4dac4ea430433286893f8b4b5d9a47
7ba5ba52-7491-4430-9d7f-2040e23c89af,104054,1040541,1040541,2029129,7ba5ba52749144309d7f2040e23c89af
6587f178-bc3a-4e14-afb9-766cea1dd3af,107017,1070172,1070172,2114377,6587f178bc3a4e14afb9766cea1dd3af
81e31449-e79f-44f7-98d5-50101df371e4,108024,1080244,1080244,2189577,81e31449e79f44f798d550101df371e4
0824b969-7daa-4c04-a59b-a3bab469bfcc,105058,1050583,1050583,2059133,0824b9697daa4c04a59ba3bab469bfcc
1226abee-245e-4d87-9d14-59467009fb3a,108037,1080373,1080373,2214982,1226abee245e4d879d1459467009fb3a
e2bd7980-4515-4f36-9eeb-8e09a05d7b25,106009,1060092,1060092,2075977,e2bd798045154f369eeb8e09a05d7b25
f701980d-9f38-4dc2-a313-570d832a1a0c,108006,1080062,1080062,2152424,f701980d9f384dc2a313570d832a1a0c
e2347ee3-c8c2-4880-a7f9-af2abc4072b0,105073,1050732,1050732,2065019,e2347ee3c8c24880a7f9af2abc4072b0
3d7ca5a9-250d-48fa-af96-666c72874e31,107008,1070082,1070082,2105269,3d7ca5a9250d48faaf96666c72874e31
486d1798-2424-41c7-b502-9df457f4b0b5,109009,1090094,1090094,2253001,486d1798242441c7b5029df457f4b0b5
4fa252af-cb78-4de6-b2c7-da9ff3337983,111001,1110011,1110011,2311906,4fa252afcb784de6b2c7da9ff3337983
ec02a6c7-4241-42d9-8c48-9df4aeff9a3f,107036,1070362,1070362,2133270,ec02a6c7424142d98c489df4aeff9a3f
fc9bc53d-7865-4e46-b3ac-ff68d7c21c3f,108018,1080182,1080182,2176798,fc9bc53d78654e46b3acff68d7c21c3f
c3a521f4-8788-4b0e-bf90-543f56abe12a,109006,1090064,1090064,2241451,c3a521f487884b0ebf90543f56abe12a
c77d00cc-cd17-45c2-af9f-e835a8156657,108025,1080253,1080253,2191205,c77d00cccd1745c2af9fe835a8156657
1ceced02-87c8-4e45-be01-e47878b5e401,106015,1060154,1060154,2079871,1ceced0287c84e45be01e47878b5e401
92f07f8c-2cca-4cfa-941b-a994819b8c9d,108038,1080381,1080381,2216084,92f07f8c2cca4cfa941ba994819b8c9d
38a3b803-e80d-4a57-938c-d6478f2daecc,109004,1090044,1090044,2233027,38a3b803e80d4a57938cd6478f2daecc
e7d5f5e8-4443-480b-85c8-61b55c4025b7,109010,1090103,1090103,2256164,e7d5f5e84443480b85c861b55c4025b7
76c0dee8-bcbf-46db-8935-74f8ce7b83d2,110004,1100044,1100044,2300746,76c0dee8bcbf46db893574f8ce7b83d2
c207dfeb-c1e7-448f-8669-856b2863e370,109010,1090104,1090104,2257500,c207dfebc1e7448f8669856b2863e370
87290475-aabc-498b-a012-c8ecf6b9e9af,108002,1080024,1080024,2145722,87290475aabc498ba012c8ecf6b9e9af
c819a432-ea44-4b35-85f4-349a3fd4c68b,106020,1060201,1060201,2082290,c819a432ea444b3585f4349a3fd4c68b
43b5fbef-35b7-4104-a294-2faa286ecd2e,108032,1080321,1080321,2204119,43b5fbef35b74104a2942faa286ecd2e
abddea48-8f80-4bf2-8146-fda70d5fcf06,105044,1050441,1050441,2053343,abddea488f804bf28146fda70d5fcf06
e34c1d8b-85c4-4215-bdd0-df4bcadb1cc6,106028,1060281,1060281,2087114,e34c1d8b85c44215bdd0df4bcadb1cc6
7c3b4621-eb8c-4263-99a8-b0fbecd69337,107002,1070022,1070022,2099220,7c3b4621eb8c426399a8b0fbecd69337
31555279-eeec-4df4-99c2-482e107f67a9,103002,1030021,1030021,2010413,31555279eeec4df499c2482e107f67a9
8aba4b73-9bb5-43f9-a17c-e58e34cba38f,110001,1100013,1100013,2272503,8aba4b739bb543f9a17ce58e34cba38f
960133ec-9023-44c2-bebd-272435b05ac5,108018,1080182,1080182,2176866,960133ec902344c2bebd272435b05ac5
89db6785-fdd3-4bd3-b328-2e25bcde3389,107021,1070212,1070212,2118286,89db6785fdd34bd3b3282e25bcde3389
718792e8-8738-492e-be87-94a066be1a12,103069,1030692,1030692,2017133,718792e88738492ebe8794a066be1a12
5f2abd34-ac47-4380-8ad8-c7d77d6096da,109007,1090074,1090074,2245396,5f2abd34ac4743808ad8c7d77d6096da
8b9af9bb-4f7b-43ad-9e28-508a2d32a2e6,109009,1090094,1090094,2253857,8b9af9bb4f7b43ad9e28508a2d32a2e6
72ce47fd-3ac4-4b8a-93bf-08cd40f0788f,110003,1100032,1100032,2286834,72ce47fd3ac44b8a93bf08cd40f0788f
f8c5f7f6-223e-4883-a3af-ac5f1ef0e06d,109005,1090051,1090051,2234575,f8c5f7f6223e4883a3afac5f1ef0e06d
e046216d-7d84-4f32-bd48-5a5d014c7059,109012,1090121,1090121,2261922,e046216d7d844f32bd485a5d014c7059
da175c4f-224f-4b52-a6d4-0e470543733a,110004,1100041,1100041,2293338,da175c4f224f4b52a6d40e470543733a
a28ef7b4-7250-4db8-8bf5-6baec984f32f,106025,1060254,1060254,2085843,a28ef7b472504db88bf56baec984f32f
495702ad-1279-481a-b3a0-0506988545f4,111001,1110014,1110014,2329905,495702ad1279481ab3a00506988545f4
a01a136d-686e-49c6-98dd-2b7b87c7deb9,105082,1050822,1050822,2068663,a01a136d686e49c698dd2b7b87c7deb9
cc4983c1-c68b-41bb-80e5-9c80f63956fd,110005,1100052,1100052,2305243,cc4983c1c68b41bb80e59c80f63956fd
b3580470-99f1-49e7-b427-4e3975768b66,107016,1070161,1070161,2113115,b358047099f149e7b4274e3975768b66
50d38c15-a114-4302-936d-7c2619d1fb1d,110001,1100013,1100013,2272376,50d38c15a1144302936d7c2619d1fb1d
26212328-e120-4d11-aa5e-abd3b935cee8,105060,1050602,1050602,2059815,26212328e1204d11aa5eabd3b935cee8
c7ed39e2-220f-475d-bc19-64ca70b2f095,109011,1090113,1090113,2260193,c7ed39e2220f475dbc1964ca70b2f095
016d25ac-d395-47e8-b0c3-2cb37d2f487f,105077,1050772,1050772,2066629,016d25acd39547e8b0c32cb37d2f487f
bf6e2d9c-7992-4ef6-b440-1e8648cf66bb,107029,1070294,1070294,2126775,bf6e2d9c79924ef6b4401e8648cf66bb
c5786522-bd7f-45be-b091-d31f1c64cff6,109012,1090123,1090123,2264233,c5786522bd7f45beb091d31f1c64cff6
e1f3f53a-37d4-4aca-8ba2-f545cab6ab06,106015,1060153,1060153,2079678,e1f3f53a37d44aca8ba2f545cab6ab06
3d9ee880-0e5e-4892-9cdc-09237bf7573b,109006,1090062,1090062,2239086,3d9ee8800e5e48929cdc09237bf7573b
d271d46b-8aba-466d-8bfb-7c0f1b0094d6,104071,1040713,1040713,2032591,d271d46b8aba466d8bfb7c0f1b0094d6
bf156b0f-3024-4fbc-8864-eb58c21b779b,108008,1080081,1080081,2156229,bf156b0f30244fbc8864eb58c21b779b
